username,created_at,tweet,likes_count,retweets_count,urls,
username,created_at,tweet,likes_count,retweets_count,urls,
guardian,2017-08-24 06:09:53 MSK,Three bodies found on Mont Blanc after being hidden by glacier for decades https://t.co/oJmAlyQfoj,58,47,http://trib.al/yHb4sP0,
guardian,2021-11-17 06:26:27 MSK,Heavy rains across Canada and US cause 'devastating' floods and spark evacuations – video https://t.co/TdjoFT3MsI,57,31,https://www.theguardian.com/world/video/2021/nov/16/heavy-rains-across-canada-and-us-cause-devastating-floods-and-spark-evacuations-video?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1637119161,
guardian,2021-11-04 00:50:53 MSK,Planting 'millions of trees' may not be the answer to deforestation | Letters https://t.co/HONifwkryv,57,22,https://www.theguardian.com/environment/2021/nov/03/planting-millions-of-trees-may-not-be-the-answer-to-deforestation?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1635963957,
nytimes,2021-04-22 00:30:04 MSK,Canada is the only G7 nation whose greenhouse gas emissions have increased since the Paris climate agreement was signed six years ago. The main reason: its oil sands. https://t.co/lqkAYZmNxC,371,139,https://nyti.ms/3n8AmsZ,
nytimes,2021-12-29 01:45:06 MSK,"At least 20 people were killed and more than 50,000 driven from their homes by calamitous floods sweeping through northeastern Brazil, the authorities said Tuesday. https://t.co/StA7uELUKU",369,90,https://nyti.ms/3qv6MAe,
guardian,2021-11-02 17:54:47 MSK,Cop26: Johnson and Biden welcome deal to end deforestation – video https://t.co/mejNaIzz59,57,10,https://www.theguardian.com/politics/video/2021/nov/02/cop26-johnson-and-biden-welcome-deal-to-end-deforestation-video?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1635864824,
guardian,2021-09-18 22:00:36 MSK,"UK carbon dioxide shortage could ‘cancel Christmas’, warns top Turkey supplier https://t.co/WKyOZytv2s",57,23,https://www.theguardian.com/business/2021/sep/18/uk-carbon-dioxide-shortage-could-cancel-christmas-warns-top-turkey-supplier?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1631991599,
washingtonpost,2021-08-03 12:12:43 MSK,Scientists expected thawing wetlands in Siberia’s permafrost. What they found is “much more dangerous.” https://t.co/820QU1AoCj,138,71,https://wapo.st/3yg4yat,
nytimes,2021-04-13 13:03:07 MSK,"The NFT market has exploded, driving up the price of digital artworks to fantastical levels. But these artworks rely on blockchain technology, which also forms the basis of cryptocurrencies like Bitcoin, and produces enormous greenhouse-gas emissions. https://t.co/tbFkhpk7cd",369,143,https://nyti.ms/3wRlLqs,
guardian,2021-10-26 16:38:09 MSK,Weather whiplash: California’s historic downpour interrupts historic drought https://t.co/9oTGW8O7Lg,56,17,https://www.theguardian.com/us-news/2021/oct/26/weather-whiplash-historic-downpour-interrupts-historic-drought?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1635255419,
nytimes,2019-06-19 09:50:29 MSK,"Melting at the surface of Greenland's mile-deep ice sheet last Wednesday was the most extensive, at 275,000 square miles, or about 45% of the surface— a record early date for such extensive melting https://t.co/oyEvkc1c79",367,309,https://nyti.ms/2XXEoqS,
reuters,2022-01-29 16:30:00 MSK,"WATCH: An alliance of airlines and airports called for changes to the European Union's planned climate change legislation, arguing it will make them less competitive with non-European rivals https://t.co/aiuCdWISQT https://t.co/lZvnomc36g",42,7,https://reut.rs/3IAulia,
guardian,2021-02-07 23:56:32 MSK,Scores feared dead after glacier causes dam burst in India – video https://t.co/CjDZZMhZrK,56,39,https://www.theguardian.com/world/video/2021/feb/07/scores-feared-dead-glacier-causes-dam-burst-india-video?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1612710495,
reuters,2022-01-26 11:50:29 MSK,Olympics Climate change threatens Winter Olympics and future snow sports -research https://t.co/YGnQefCFM9 https://t.co/kY2UHX1M3k,42,18,http://reut.rs/3nZaf9Q,
washingtonpost,2017-12-07 20:51:11 MSK,Analysis: Trump has backed away from regulating methane. Now industry says it will reduce emissions itself. https://t.co/qRDHpTCYjt,136,63,http://wapo.st/2ADXdEC,
nytimes,2021-07-25 19:00:15 MSK,"“The world is getting hotter with global warming,” said Nefalfj Lewis, a bartender in Manhattan. “The city is hot and filthy, so you have to do what you can to stay cool and comfortable.” https://t.co/6PEgAoj949",366,64,https://nyti.ms/2TwMVUD,
nytimes,2021-02-18 23:51:55 MSK,"The Perseverance rover has entered the atmosphere of Mars, beginning what NASA calls ""seven minutes of terror."" It will rapidly decelerate from over 12,000 miles per hour to a full stop on the surface of the planet. https://t.co/lGiqXAXqGK",363,59,https://www.nytimes.com/live/2021/02/18/science/nasa-mars-landing/why-is-landing-on-mars-so-difficult?smid=tw-nytimes&smtyp=cur,
reuters,2022-01-13 10:00:48 MSK,EU shipping plan leaves millions of tonnes of CO2 unregulated -study https://t.co/3YwsyJQcF2 https://t.co/y6cghAUXoC,42,23,http://reut.rs/339kpxp,
reuters,2021-12-13 01:40:04 MSK,Kentucky governor requests major disaster declaration -FEMA chief https://t.co/y99mTCWn9Q https://t.co/YC7Ytmc9ss,42,15,http://reut.rs/3pNkJJu,
washingtonpost,2021-08-03 02:29:26 MSK,Scientists expected thawing wetlands in Siberia’s permafrost. What they found is “much more dangerous.” https://t.co/hvZID447CK,135,84,https://wapo.st/3fkOgp9,
nytimes,2021-08-18 18:22:55 MSK,"Haiti was hit by an earthquake on Saturday that killed more than 1,900 people and left thousands injured and displaced. Days later, a strong storm lashed the area, bringing the risk of floods and mudslides. Here’s how the disasters devastated the country. https://t.co/3WSWkAM1tV",359,206,https://nyti.ms/3xYZWEO,
nytimes,2020-11-06 03:00:20 MSK,"Rising greenhouse gas emissions from worldwide food production will make it difficult to limit global warming to the targets set in the Paris climate agreement, even if emissions from fossil-fuel burning were halted immediately, scientists reported. https://t.co/9rTmDp7lCC",359,112,https://nyti.ms/3k3LdRM,
washingtonpost,2019-07-07 23:00:06 MSK,Ancient life awakens amid thawing ice caps and permafrost https://t.co/9NZB30A7KL,135,66,https://wapo.st/2NMW3B8,
nytimes,2022-01-28 16:10:05 MSK,"A federal judge revoked Gulf of Mexico oil and gas leases, ruling the Biden administration failed to consider climate change when it sold them. https://t.co/78NTaTrnhc",358,54,https://nyti.ms/3o5me5w,
nytimes,2021-11-16 05:30:09 MSK,"Deathstalkers – yellowish, four-inch scorpions with as many as six pairs of eyes and a tail full of venom — stung more than 500 Egyptians in one night as severe storms and floods hit the city of Aswan. https://t.co/y0j3stLpvm",353,147,https://nyti.ms/30BFIGl,
washingtonpost,2017-07-20 23:14:06 MSK,Climate experts pulled from Glacier National Park tour with Facebook CEO Mark Zuckerberg https://t.co/ZsRzY5CwgY,127,162,http://wapo.st/2udNuSh,
washingtonpost,2017-06-06 14:05:30 MSK,The hottest planet ever discovered has an atmosphere as warm as a star’s https://t.co/7DRnDMnU9d,127,72,http://wapo.st/2qQUQsp,
nytimes,2021-07-20 02:45:04 MSK,"“It’s kind of an extreme, dangerous situation.” The Bootleg Fire in Oregon, the largest U.S. wildfire so far this year, is so extreme that it’s affecting winds and disrupting the atmosphere. https://t.co/p1gfL1LZQf",347,189,https://nyti.ms/3iqDwqj,
nytimes,2021-04-22 21:30:29 MSK,President Biden announced an ambitious goal at today’s climate summit: a plan to cut the nation’s greenhouse gas emissions in half. That’s a bigger deal than you might think. Swipe through to learn how it might affect you. https://t.co/i70btFrbzy,347,58,https://nyti.ms/3au2NNa,
reuters,2021-11-02 18:30:00 MSK,"The San Joaquin Valley farm town of Teviston has two wells. One went dry and the other is contaminated. Faced with the consequences of pesticides and the western U.S. drought, the town’s population has depended on bottled water since June https://t.co/KDVeQQfQw0 https://t.co/O2gTAUQMY6",42,20,https://reut.rs/3BDkmF1,
reuters,2021-10-27 11:20:19 MSK,Explainer: The toughest of tasks at U.N. climate talks: Article 6 on CO2 markets https://t.co/QDXQaChcYG https://t.co/lSzVDiyYId,42,7,http://reut.rs/3jBrawT,
washingtonpost,2020-06-17 15:21:19 MSK,Farmers and utilities are burning methane for energy — and curtailing a powerful greenhouse gas in the process https://t.co/ciXgfYqtvd,126,35,https://wapo.st/2zDXSdf,
reuters,2021-10-15 17:00:02 MSK,Climate change in Taiwan has led to a once-in-a-century drought in 2020 followed by torrential rain in 2021. Local tea farmer Chien Shun-yih estimates that he will only harvest half of last year’s crop due to the extreme conditions https://t.co/kFrhKprEzd https://t.co/WJJ86BtaK1,42,12,https://reut.rs/3aAIn4G,
nytimes,2018-11-16 06:52:02 MSK,"A major push to conserve and restore natural lands could offset as much as 21% of greenhouse gas emissions in the U.S., a study found https://t.co/3WAxzVz8GE",347,168,https://nyti.ms/2DGlmyJ,
reuters,2022-01-30 15:20:00 MSK,"ICYMI: An alliance of airlines and airports called for changes to the European Union's planned climate change legislation, arguing it will make them less competitive with non-European rivals https://t.co/aiuCdWISQT https://t.co/7JBuFZo0R9",41,14,https://reut.rs/3IAulia,
nytimes,2021-05-13 07:40:07 MSK,"New data reveals how global warming has affected temperature, rain, snow and what's considered ""normal"" weather in the U.S. https://t.co/btd2eGKWK4",344,107,https://nyti.ms/3birkVG,
guardian,2018-05-16 20:38:30 MSK,Mysterious rise in banned ozone-destroying chemical shocks scientists https://t.co/8sV5it9RA2,56,63,https://trib.al/dxVf14h,
nytimes,2021-11-01 03:00:03 MSK,"President Biden on Monday will try to convince other world leaders that the U.S., which leads the world in greenhouse gas emissions, is finally serious about addressing climate change. But he is coming with a weaker hand than he had hoped. https://t.co/s1Y9qQq6DO",341,66,https://nyti.ms/3bzldff,
nytimes,2018-11-05 10:51:03 MSK,An environmental group says it has new evidence showing that China is behind the resurgence of a banned industrial gas that not only destroys the planet’s protective ozone layer but also contributes to global warming https://t.co/oGQn3KhOwO,340,275,https://nyti.ms/2QpL3GI,
reuters,2022-01-25 00:50:00 MSK,"An alliance of airlines and airports called for changes to the European Union's planned climate change legislation, arguing it will make them less competitive with non-European rivals https://t.co/aiuCdX0uft https://t.co/0oA2lyOCin",41,15,https://reut.rs/3IAulia,
reuters,2022-01-06 21:00:30 MSK,"Canada posts biggest trade surplus for 13 years, exports offset flood impact https://t.co/UPX0z3dCsh https://t.co/HOgel38fHJ",41,13,http://reut.rs/3JNbDoX,
nytimes,2021-08-14 02:40:06 MSK,"Oregon will send at least 500 National Guard troops to help hospitals with a flood of Covid patients amid its largest wave of cases of the pandemic. ""The harsh and frustrating reality is that the Delta variant has changed everything,"" Gov. Kate Brown said. https://t.co/jhuIXCKsLB",339,132,https://nyti.ms/3lY1z3b,
nytimes,2022-02-02 20:30:11 MSK,"When the residents of West Windsor, Vermont, bought a bankrupt ski resort nearby and opted to run it themselves, they became a model for how a small ski area and its community can thrive in the era of climate change. https://t.co/mcCJ9QMi4A",336,48,https://nyti.ms/3geOtKS,
nytimes,2021-05-19 19:30:12 MSK,"Half of the world’s single-use plastic is made by 20 big companies, a new report shows. Two U.S. companies, Exxon Mobil and Dow, lead the pack. The throwaway plastic that holds our takeout food is seen as one of the world's biggest environmental hazards. https://t.co/QE1JjYOGNK",333,174,https://nyti.ms/3tYeClr,
reuters,2021-11-27 20:00:12 MSK,"Despite drought, New Mexico project to seed clouds scrapped https://t.co/FaJf4U14yM https://t.co/79Txfd2BLf",41,17,http://reut.rs/314tJ4k,
nytimes,2021-10-26 21:40:07 MSK,"The New York City region found itself on Tuesday in the throes of a menacing early season nor’easter that brought heavy rains, high winds and the threat of flash floods to a region scarred by intense summer weather. https://t.co/2bmplf3qE4 https://t.co/4uIKMxZSYE",332,83,https://nyti.ms/3BgLdXw,
nytimes,2022-01-12 00:20:05 MSK,"Retail workers are dealing with so many coworkers out sick that they can't take breaks. Hazard pay is generally nowhere to be seen, and changing isolation guidelines are leaving people without childcare. ""Morale could not be lower,"" one Macy's worker said. https://t.co/UWKeVm3Fsi",324,96,https://nyti.ms/3fve5Tv,
nytimes,2021-08-08 15:40:06 MSK,A feat of organizational planning and execution in a pandemic left even gold medalists at the Tokyo Olympics hurrying home from an atmosphere drained of pomp and full of anxiety. https://t.co/67UawVTNBI,323,54,https://nyti.ms/3lHGxFO,
nytimes,2021-08-23 17:50:03 MSK,"In Opinion “The American disaster in Afghanistan that Mr. Biden’s impatience brought about is not a disaster just for us,” writes Ryan Crocker, the former U.S. ambassador to Afghanistan, in a guest essay. “It has also been a huge boost for the Taliban.” https://t.co/ELNQaMzRKB",319,95,https://nyti.ms/3sHo3Ha,
nytimes,2021-06-14 12:15:05 MSK,"President Biden and the leaders of the G7 pledged to cut collective emissions in half by 2030. But they failed to set a firm date on when to end the use of coal, one of the biggest contributors to global warming. https://t.co/wXFTiz0tvv",319,67,https://nyti.ms/2RPUo0c,
nytimes,2021-09-24 19:45:03 MSK,"""We cannot hide the truth."" Starting Oct. 1, a federal program that provides the majority of flood insurance to American homes will change to better reflect the actual cost of flood risks as climate change worsens. For some, premiums will rise sharply. https://t.co/tR6rVes5wM",311,95,https://nyti.ms/2W98ufk,
nytimes,2021-05-31 19:35:02 MSK,"More than a third of heat-related deaths in many parts of the world can be attributed to climate change, according to new research. The sweeping study makes a case for taking strong action to curb greenhouse gas emissions. https://t.co/qMmsH2g6ud",309,93,https://nyti.ms/34yL6IO,
nytimes,2017-07-15 13:39:19 MSK,"Annual greenhouse gas emissions rose more quickly last year than they have in nearly 2 decades, NOAA reports https://t.co/lwRTEeu8W7",309,418,http://nyti.ms/2untJKW,
nytimes,2021-12-14 23:05:48 MSK,"New tools have enabled research that reveals global warming is affecting the Antarctic current in complex ways, and these shifts could complicate the ability to fight climate change in the future. https://t.co/SVAM19gX6d https://t.co/RONZtkXRxT",308,121,https://nyti.ms/3yqvViO,
nytimes,2018-04-03 08:02:04 MSK,"The EPA announced a plan to relax Obama-era greenhouse gas rules and said it would make California, which sets its own standards, fall in line https://t.co/OccvkjYaiv",308,309,https://nyti.ms/2q0mqV2,
nytimes,2021-05-27 20:39:48 MSK,"Some cities have committed to replacing stretches of interstate with more connected, walkable neighborhoods. Others are facing pressure from local residents to address the pollution, noise and safety hazards brought by the mega-roads. https://t.co/TdCv3ovqAU",307,65,https://t.co/TdCv3ovqAU,
nytimes,2021-10-29 07:40:02 MSK,"People in the U.S. who are using solar panels, electric cars and other devices to reduce their greenhouse gas emissions are facing a problem: the country’s aging electric grid, which needs an upgrade. https://t.co/P6tm3kF3Z3",304,107,https://nyti.ms/2ZwTSrk,
reuters,2021-11-03 14:35:34 MSK,"China flagged it is targeting a 1.8% reduction in average coal use for electricity generation at power plants over the next five years, in a bid to lower greenhouse gas emissions https://t.co/iWgNaqAp2G",41,14,https://reut.rs/3bCRySC,
reuters,2021-09-04 00:40:05 MSK,"NY, NJ officials vow to improve extreme weather resilience as Ida death toll rises to 46 https://t.co/XvKpTd3veT https://t.co/RAcEnU0PRV",41,18,http://reut.rs/3tm4NiI,
reuters,2021-07-01 19:40:41 MSK,"Pfizer’s Chief Development Officer Rod MacKenzie, Ph.D., joins us to discuss what actions are needed to improve clinical trials to better serve patients and make the process more inclusive. Watch now: https://t.co/iTW80mObbz https://t.co/FmjE3LOW3e",41,7,https://reut.rs/3dsRCFM,
nytimes,2021-09-02 03:45:06 MSK,"Breaking News: Hurricane Ida’s remnants caused floods and spawned tornadoes, including one that caused damage in New Jersey, as the storm moved up the Atlantic. https://t.co/8fLLlH0HD9",301,122,https://nyti.ms/3DCPQNL,
nytimes,2021-11-03 01:44:05 MSK,"President Biden said the U.S. would join an effort between more than 100 countries to end deforestation by 2030, aiming to protect the world’s forests which are critical to absorbing carbon dioxide and limiting global warming. https://t.co/XMLnP7CShS https://t.co/YUBJIddM9q",300,87,https://nyti.ms/3BEgoft,
nytimes,2021-09-04 07:00:05 MSK,"As the U.S. reels from the cascade of deaths and devastation wrought by this summer’s record floods, heat waves, droughts and wildfires, President Biden and Democrats are using the moment to push for climate provisions in a $3.5 trillion budget bill. https://t.co/8SeDoheEMx",299,49,https://nyti.ms/2WSqHOp,
nytimes,2021-01-19 19:30:23 MSK,The Supreme Court will hear a case on Tuesday that demands fossil fuel companies help pay for the costs of dealing with climate change. But the justices might not even discuss global warming during the oral argument. https://t.co/n1nOFIilq6,295,81,https://nyti.ms/35WCXyV,
nytimes,2021-09-13 23:40:05 MSK,"John Kerry, the U.S. envoy for climate change, said Monday that postponing a major UN summit on global warming set for November in Scotland would be a ""huge, huge mistake."" The summit has already been delayed once because of the pandemic. https://t.co/RX7nwINo4y",294,58,https://nyti.ms/2XevZEw,
guardian,2021-11-22 22:26:20 MSK,‘Floods of tears’: Wheelchair tennis star Alfie Hewett cleared to keep playing https://t.co/OoYQpogose,55,12,https://www.theguardian.com/sport/2021/nov/22/floods-of-tears-wheelchair-tennis-star-alfie-hewett-cleared-to-keep-playing?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1637607271,
nytimes,2021-06-25 19:00:12 MSK,"The House voted to restore federal regulations on methane, a potent planet-warming pollutant. Donald Trump’s administration had enacted a rule that essentially freed oil and gas companies from the need to detect and repair methane leaks at new facilities. https://t.co/mhD9aIHZQi",289,64,https://nyti.ms/3hlHZtV,
nytimes,2022-02-05 20:00:13 MSK,China did not move mountains to host the 2022 Winter Olympics. But it did flood a dried riverbed and divert water from a key reservoir. The environmentally unfriendly secret of winter sports? Many competitions take place on artificial snow. https://t.co/3G91hXaYPi,287,69,https://nyti.ms/3utlawc,
nytimes,2021-06-28 04:25:02 MSK,"Land mines pose silent threats to millions of people around the world. With the help of bacteria that glow in their presence, these hidden hazards may one day be found and safely removed or destroyed. https://t.co/U1bSaeyF5e",287,87,https://nyti.ms/35YMtkw,
nytimes,2022-01-03 21:20:07 MSK,"The EU may declare some nuclear power stations and natural gas-fired power plants ""green"" as Europe shifts away from coal-burning generators to cut greenhouse gas emissions. If passed, analysts predict it can spur new investment in nuclear power. https://t.co/MP6MoRjo9g",285,68,https://nyti.ms/3zn8xTO,
washingtonpost,2021-12-30 22:43:13 MSK,Old-growth trees in Tongass National Forest — which holds nearly twice as much carbon dioxide as the United States releases each year by burning fossil fuels — are embroiled in the politics of timber and climate change. https://t.co/tFNym1WiW3,125,72,https://twitter.com/i/events/1476638098939277328,
nytimes,2021-12-23 03:45:04 MSK,"The fate of the imperiled Build Back Better bill in Congress will have major consequences for America’s ability to tackle climate change, researchers have estimated. https://t.co/QVUjgCKMKc",284,88,https://nyti.ms/30ScDH1,
nytimes,2019-06-18 06:00:08 MSK,"Melting at the surface of Greenland's mile-deep ice sheet last Wednesday was the most extensive, at 275,000 square miles, or about 45% of the surface— a record early date for such extensive melting https://t.co/oh7cAr68q0",283,266,https://nyti.ms/2XTrSsj,
nytimes,2021-08-29 00:40:07 MSK,"Hurricane Ida is expected to make landfall in Louisiana on Sunday, exactly 16 years after the arrival of Hurricane Katrina, one of the most costly natural disasters in American history. How Ida may, or may not compare: https://t.co/G95QSkWJSy",282,106,https://nyti.ms/38luXbz,
natgeo,2018-09-16 19:09:05 MSK,"Despite the constant hazards that have devastated coral reefs around the world, some coral communities have still managed to recover and persevere https://t.co/FSTbr7rD5i",1052,298,https://on.natgeo.com/2xf2sdo,
natgeo,2019-12-13 00:01:02 MSK,The last decade: Hottest-ever year for the planet’s atmosphere ✔ Hottest-ever year for its oceans ✔ Unprecedentedly tiny stretches of Arctic sea ice ✔ Here's what we can do about it. https://t.co/hnozIQ91Nk,1039,451,https://on.natgeo.com/35hjGpE,
nytimes,2021-10-06 06:10:03 MSK,"An oil spill, thought to be from a decades-old pipeline in Long Beach, has brought scrutiny to California’s aging offshore oil and gas infrastructure. Satellite data shows the extent of the disaster, California’s worst spill since 2015. https://t.co/Ab9muhTytO",281,120,https://nyti.ms/3ljXJAR,
guardian,2018-11-15 09:33:17 MSK,US oil firm's bid to drill for oil in Arctic hits snag: a lack of sea ice https://t.co/7Qso78rngX,54,29,https://trib.al/gVxYYx5,
reuters,2020-01-10 01:19:10 MSK,Extreme weather leaves Congo capital residents underwater https://t.co/yvM83bTHgr https://t.co/PX4OeadiE7,41,32,https://reut.rs/2t1jKM8,
nytimes,2019-06-12 14:15:04 MSK,Prime Minister Theresa May wants the U.K. to become the first major economic power to commit to zero net greenhouse gas emissions https://t.co/WoHzbbrHZC,281,60,https://nyti.ms/2IdZ4pj,
nytimes,2016-01-01 03:55:04 MSK,Meltwater flowed in a river through the Greenland ice sheet. Striking pictures from 2015 https://t.co/DOSnsWqgem https://t.co/KU0HHFc2ny,277,232,http://nyti.ms/1J2lZjj,
nytimes,2021-11-26 12:25:07 MSK,"A gas buildup and explosion in a Russian coal mine killed at least 52 people, including six rescuers. It was the country’s worst mining disaster in over a decade, Russian officials said. https://t.co/HQY4SIJ3mu",276,63,https://nyti.ms/3nSdwb0,
nytimes,2021-11-10 23:44:28 MSK,Breaking News: China and the U.S. have vowed to do more to cut greenhouse gases in an agreement that commits Beijing to addressing its methane emissions. ​ https://t.co/BiQ4GEcw2B,275,49,https://nyti.ms/3qncMwt,
natgeo,2019-12-13 00:01:02 MSK,The last decade: Hottest-ever year for the planet’s atmosphere ✔ Hottest-ever year for its oceans ✔ Unprecedentedly tiny stretches of Arctic sea ice ✔ Here's what we can do about it. https://t.co/hnozIQ91Nk,1039,451,https://on.natgeo.com/35hjGpE,
natgeo,2020-08-13 16:22:03 MSK,"By the time a toddler graduates from high school, summer sea ice in the high North could be a thing of the past https://t.co/K0H9JI3m6w",1023,453,https://on.natgeo.com/2E4j4e0,
nytimes,2021-07-01 18:55:20 MSK,"The Arctic's “last ice area,” which could provide a final refuge for polar bears and other wildlife in the region, is not as stable as previously thought. New research suggests the region may be less resilient to global warming. https://t.co/CjACTWLDEg",273,118,https://nyti.ms/3AejQy1,
nytimes,2022-01-18 17:40:03 MSK,Tonga’s government told of an “unprecedented disaster” and confirmed that three people had died in its first statement since a volcanic eruption set off a tsunami. Aerial photos showed the normally green isles blanketed with gray dust and ash. https://t.co/rfACKxKMpx,272,92,https://nyti.ms/3rqihJK,
nytimes,2021-09-24 05:00:08 MSK,"The condo board at the supertall tower 432 Park Avenue, one of the most expensive addresses in the world, is suing the developers for $125 million, citing construction and design defects that have led to floods, faulty elevators, and electrical explosions. https://t.co/D7OV6GRe3s",272,58,https://nyti.ms/3kE5pgV,
nytimes,2021-08-22 04:53:56 MSK,"At least eight people were killed and about 40 others are missing after catastrophic flash floods swept through Tennessee, officials said. https://t.co/2vlb3qGdST",269,128,https://nyti.ms/3j6kNBJ,
nytimes,2021-11-02 11:15:04 MSK,"President Biden will announce plans to limit methane at #COP26, indicating to world leaders that the U.S. is serious about fighting climate change. https://t.co/O8OMAOFI6y",265,52,https://nyti.ms/3w61gX9,
nytimes,2021-06-04 23:10:03 MSK,"Global warming is likely to make India’s monsoon season wetter and more dangerous, a new study looking back over the past million years suggests. https://t.co/U7ICQZiai1",264,67,https://nyti.ms/3uQF4xR,
reuters,2019-07-27 16:36:05 MSK,Cycling: Tour de France stage 20 on after extreme weather threat https://t.co/9PZQ8qF1eB https://t.co/2D1dVGscwl,41,11,https://www.reuters.com/article/us-cycling-france-idUSKCN1UM0BV?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5d3c5323595b5a0001c338a5&utm_medium=trueAnthem&utm_source=twitter,
nytimes,2019-09-17 09:00:18 MSK,"Tunisia, the country that set off the Arab Spring uprisings that spread across the Middle East, has held its second free presidential election, an anomaly in the Arab world https://t.co/g6j2MBEQDG",261,50,https://nyti.ms/2AjYDF5,
reuters,2022-01-29 20:30:00 MSK,"WATCH: Lufthansa, Air France and others have formed an alliance of airlines and airports seeking to change the EU's planned climate laws. They argue that business will be driven to non-European airports which won't face the same rules https://t.co/aiuCdWISQT https://t.co/SZBXUyvjuz",40,14,https://reut.rs/3IAulia,
nytimes,2022-01-10 19:20:11 MSK,"2021 was the fifth warmest year by a slight margin over 2015 and 2018, according to a ranking from Copernicus Climate Change Service, a European Union program. The hottest years on record are 2016 and 2020, in a virtual tie. https://t.co/SJlXCgGDwH https://t.co/fEAvKFpWzR",258,92,https://nyti.ms/3qaraHD,
nytimes,2020-09-09 18:00:42 MSK,"The ammonium nitrate caught fire, then detonated, producing a brilliant flash as the explosion created a shock wave in the atmosphere, one engineering professor explained. https://t.co/pv0HI3EpTx https://t.co/QQQJxnFsx2",256,85,https://nyti.ms/2ZnyGRL,
nytimes,2022-02-01 21:10:08 MSK,In Opinion The global food system is a wonder of technological brilliance. It's also causing irreparable harm to the planet. Yet somehow these impacts aren’t in the forefront of the conversation about global warming. This video explores why. https://t.co/A2jPAlFqJG,255,104,https://nyti.ms/3Gkmbcz,
reuters,2022-01-27 19:20:14 MSK,"U.S. crop insurance payouts rise sharply as climate change worsens droughts, floods https://t.co/gW8Xr3oyG6 https://t.co/x6wdFgAv50",40,27,http://reut.rs/3u5MksU,
nytimes,2022-01-11 09:30:02 MSK,"The U.N. made what it described as its biggest appeal ever for one country, asking donors to give over $5 billion to Afghanistan to stop a humanitarian disaster. A severe drought and decades of war have left three-quarters of the country in acute poverty. https://t.co/PnFFVlo2Np",255,77,https://nyti.ms/31Q5c3C,
reuters,2021-08-19 22:00:01 MSK,"In a significant step toward cleaning up an industry that accounts for around 8% of global greenhouse gas emissions, Swedish green steel venture HYBRIT said that it had made its first customer delivery of world's first fossil-free steel https://t.co/0CRuQwbyLR https://t.co/bZTcblODHw",40,11,https://reut.rs/3D0WDRa,
guardian,2017-10-23 15:59:29 MSK,"Ocean acidification is deadly threat to marine life, finds eight-year study https://t.co/GBJAZ2UGch",54,75,https://trib.al/szR7gR1,
nytimes,2021-08-16 21:30:17 MSK,A flood of new virus cases due to the Delta variant is driving home a painful truth: Covid is not disappearing. American governors and mayors who imposed shutdowns last summer are pushing vaccines now. https://t.co/sKLoazz1Ea,255,78,https://nyti.ms/3k1TyYb,
reuters,2019-04-21 04:21:10 MSK,Elon Musk's SpaceX suffers capsule anomaly during Florida tests https://t.co/iCeS8Q0Iwi https://t.co/xJT2scQUhy,40,25,https://reut.rs/2IN6IaD,
nytimes,2021-11-02 16:55:07 MSK,"Nations around the world pledged at the #COP26 climate talks to impose new regulations on methane, a potent greenhouse gas. The Global Methane Pledge includes many of the world’s top emitters, though China, India and Russia have not joined. https://t.co/5vSIDK2rM1",253,49,https://nyti.ms/3q0v5HE,
guardian,2021-09-21 20:36:50 MSK,"Global wildfire carbon dioxide emissions at record high, data shows https://t.co/XFH6tgdVNo",53,39,https://www.theguardian.com/world/2021/sep/21/global-wildfire-carbon-dioxide-emissions-at-record-high-data-shows?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1632243118,
reuters,2022-01-10 17:20:00 MSK,"Marked by devastating hurricanes and cold snaps in the United States, 2021 proved the second-most costly year on record for the world's insurers, according to a tally by Munich Re said, warning that extreme weather was more likely with climate change https://t.co/4UQIeB5erm https://t.co/fWl7O08Ekk",39,22,https://reut.rs/3HW0VuV,
