username,created_at,tweet,likes_count,retweets_count,urls,
username,created_at,tweet,likes_count,retweets_count,urls,
nytimes,2017-05-18 15:33:03 MSK,Antarctica’s ice sheet may have gone into the early stages of an unstoppable disintegration https://t.co/V7tjeoF9JW https://t.co/cd6GnV8xXH,704,992,http://nyti.ms/2qAfWfd,
washingtonpost,2018-08-18 19:43:55 MSK,New Trump power plant plan would release hundreds of millions of tons of CO2 into the air https://t.co/OdZY2hLotC,219,358,https://wapo.st/2Bn29Sf,
reuters,2021-11-02 09:09:03 MSK,"Nearly 90 countries have joined a U.S.- and EU-led effort to slash emissions of the potent greenhouse gas methane 30% by 2030 from 2020 levels, a pact aimed at tackling one of the main causes of climate change https://t.co/vTN8EfheFQ https://t.co/bkOBkXE4di",81,26,https://reut.rs/3CDSPoq,
reuters,2021-10-25 18:55:21 MSK,Greenhouse gas levels hit record; world struggles to curb damage https://t.co/Ld16SpfSM2 https://t.co/CwGBLgYHso,81,45,http://reut.rs/3pER06T,
reuters,2021-12-17 18:40:21 MSK,"UK tourist travel ban a ""disaster"" for French ski resorts https://t.co/YVVYjllko8 https://t.co/ZmbQSrY2ub",80,25,http://reut.rs/3F1SOM6,
reuters,2021-08-22 02:35:00 MSK,"WATCH: A project led by the International Fund for Agricultural Development and the Senegalese government has helped more than 50,000 families in the region benefit from mangrove reforestation https://t.co/K4ME8E2fYm",80,23,https://t.co/K4ME8E2fYm,
guardian,2020-12-20 20:13:32 MSK,Celtic win fourth straight Scottish Cup as Hazard's shootout saves break Hearts https://t.co/CMQPGGlpJX,82,10,https://www.theguardian.com/football/2020/dec/20/celtic-hearts-scottish-cup-final-match-report?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1608484365,
reuters,2020-09-08 22:50:00 MSK,How a California fire - one of three burning in the state as a fourth grows under extreme weather conditions - has left a trail of destruction in the town of Big Creek https://t.co/7ljMkeIL7f https://t.co/laNB3Awldw,80,35,https://reut.rs/3m7JBsP,
reuters,2022-01-30 09:00:01 MSK,"ICYMI: The world is ‘not on a good track’ to meet a global goal to avoid the worst impacts of climate change and must intensify efforts to move away from fossil fuels this decade, John Kerry, the U.S. special envoy on climate change, said https://t.co/7hJb69E2V6 https://t.co/XCuQ1wn9HR",79,38,https://reut.rs/3KE7pAu,
washingtonpost,2021-09-21 19:44:52 MSK,"Perspective: The American West’s drought isn’t a passing crisis. It’s our new, permanently arid normal. https://t.co/6RkhJOuEhG",218,81,https://wapo.st/3lNkGLo,
reuters,2021-12-02 13:15:16 MSK,Saving the dinosaurs: Startups drive to electrify fossil-fuel cars https://t.co/KBsRSWR62X https://t.co/DXeDN4WcvL,79,17,http://reut.rs/31qcuul,
guardian,2019-06-19 21:28:51 MSK,"Himalayan glacier melting doubled since 2000, scientists reveal https://t.co/q18CwYAZoS",82,82,https://www.theguardian.com/environment/2019/jun/19/himalayan-glacier-melting-doubled-since-2000-scientists-reveal?CMP=twt_gu&utm_medium=&utm_source=Twitter#Echobox=1560968931,
washingtonpost,2022-01-04 18:24:14 MSK,"“We’ve had 5,000 years of farmers trying out different strategies for dealing with heat, drought and water scarcity. We need to begin to translate that,” said one ethnobotanist in the region. https://t.co/q95zkLarw7",216,50,https://wapo.st/3eJh4Y1,
reuters,2021-08-13 21:50:00 MSK,"A month after devastating floods in Belgium, residents said efforts to rebuild battered towns were picking up pace, but some still saw months of disruption ahead. The floods also devastated towns in Germany as a series of extreme weather events hit Europe https://t.co/RSSDWNtBU4 https://t.co/Sajc3yr7Bq",79,31,https://reut.rs/3iF84FX,
guardian,2019-10-21 22:22:55 MSK,"Ocean acidification can cause mass extinctions, fossils reveal https://t.co/QLEFRm57DK",79,52,https://www.theguardian.com/environment/2019/oct/21/ocean-acidification-can-cause-mass-extinctions-fossils-reveal?CMP=twt_gu&utm_medium=&utm_source=Twitter#Echobox=1571685775,
washingtonpost,2021-10-19 19:09:59 MSK,"Many countries and companies have long misrepresented or simply miscounted how much fossil fuel-based methane they have let escape into the air. New satellites devoted to locating and measuring greenhouse gases are orbiting Earth, with more on the way. https://t.co/lJmNcC52rW https://t.co/zK768E1FwM",215,94,https://wapo.st/2Z1iKba,
guardian,2020-07-13 03:44:59 MSK,Mont Blanc's melting glacier yields time capsule of Indian history https://t.co/oweEjP6gd0,76,22,https://www.theguardian.com/environment/2020/jul/13/mont-blancs-melting-glacier-yields-time-capsule-of-indian-history?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1594600737,
washingtonpost,2019-12-16 11:05:43 MSK,"Extreme weather patterns are raising the risk of a global food crisis, and climate change will make this worse https://t.co/vyO231PoV2",211,148,https://wapo.st/35qevDF,
washingtonpost,2018-05-04 02:15:12 MSK,Earth’s atmosphere just crossed another troubling climate change threshold https://t.co/O1hmrClNca,210,282,https://wapo.st/2FGmJtJ,
guardian,2019-06-18 14:14:16 MSK,Photograph lays bare reality of melting Greenland sea ice https://t.co/ou5AS895Kf,76,72,https://www.theguardian.com/world/2019/jun/18/photograph-melting-greenland-sea-ice-fjord-dogs-water?CMP=twt_gu&utm_medium=&utm_source=Twitter#Echobox=1560852515,
guardian,2021-11-17 12:50:53 MSK,Brazil’s Amazon beef plan will ‘legalise deforestation’ say critics https://t.co/aT46Vim9gT,74,45,https://www.theguardian.com/environment/2021/nov/17/brazils-amazon-beef-plan-will-legalise-deforestation-say-critics?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1637141914,
washingtonpost,2021-11-18 23:21:09 MSK,"The Pacific Northwest and British Columbia have endured a punishing siege of climate disasters since the summer, supercharged by human-caused climate change https://t.co/v4WZq3pFsP",202,93,https://wapo.st/3kQfGpJ,
guardian,2021-06-07 11:07:58 MSK,Chinese banks urged to divest from firms linked to deforestation https://t.co/Xb5cSb3XtU,74,19,https://www.theguardian.com/world/2021/jun/07/chinese-banks-urged-to-divest-from-firms-linked-to-deforestation?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1623052760,
washingtonpost,2022-02-05 23:06:32 MSK,Climate change is altering the smell of snow https://t.co/C86gt6JCxM,201,64,https://wapo.st/3utcfev,
guardian,2021-05-26 08:24:41 MSK,UK banks’ support for deforestation firms topped £900m last year https://t.co/XCA6GA33Sq,74,48,https://www.theguardian.com/environment/2021/may/26/uk-banks-deforestation-environment-bill-supply-chains?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1622006599,
guardian,2017-01-15 01:46:52 MSK,Epic Antarctic voyage maps seafloor to predict ocean rise as glacier the size of California melts https://t.co/tmlBi9nAbc,73,111,http://trib.al/SzUI9Rb,
guardian,2019-09-28 18:47:57 MSK,‘You broke our glacier’: the Mont Blanc resort on the climate frontline https://t.co/SKYxO7s4uA,72,33,https://www.theguardian.com/world/2019/sep/28/courmayeur-you-broke-our-glacier-mont-blanc-resort-climate-frontline?CMP=twt_gu&utm_medium=&utm_source=Twitter#Echobox=1569680485,
washingtonpost,2021-07-28 21:23:26 MSK,"Water thieves, many of them illegal marijuana growers, are tapping into fire hydrants and drilling unauthorized water wells, according to officials, threatening the water supply for residents amid California's drought https://t.co/J5U3LqqJoD",201,108,https://wapo.st/3f51GWd,
guardian,2021-11-04 03:50:43 MSK,‘Reality check’: Global CO2 emissions shooting back to record levels https://t.co/jL0Q18kHbS,71,53,https://www.theguardian.com/environment/2021/nov/04/reality-check-global-co2-emissions-shooting-back-to-record-levels?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1635985537,
washingtonpost,2019-12-07 14:00:37 MSK,Cartoons from Opinions: Trump uses the Constitution as a fossil fuel https://t.co/vGuFeMwMTj,201,77,https://wapo.st/38dwAqy,
nytimes,2021-10-24 23:50:07 MSK,"California bore the brunt on Sunday of a ""bomb cyclone"" and an ""atmospheric river,"" a convergence of storms that brought more than half a foot of rain to parts of the Bay Area, along with high winds and concerns about flash floods. https://t.co/QwLdda3ZKc",703,280,https://nyti.ms/3b49jd5,
washingtonpost,2019-01-29 19:29:42 MSK,"Beetles and drought have imperiled Montana’s forests so much that they no longer clean the air of carbon dioxide. Instead, they are sending millions of tons back into the atmosphere. https://t.co/WJcVUGwSv0 https://t.co/SXuJvVkDBg",200,173,https://wapo.st/2DGDZS4,
nytimes,2021-10-11 22:45:09 MSK,"The Biden administration announced 32 countries have joined the U.S. in a pledge to reduce methane emissions, part of an effort to set new targets to slow global warming ahead of a major United Nations climate summit. https://t.co/qAk7gBULZ6",687,142,https://nyti.ms/3lu4Ean,
reuters,2021-10-29 00:55:00 MSK,"Representative Carolyn Maloney, chairwoman of the House Committee on Oversight and Reform, said that after four decades of ‘deception’ it was time for the fossil fuel industry to come clean https://t.co/dLkIIsG9Cb https://t.co/uK0xTQiRHN",78,23,https://reut.rs/3nG2t3o,
nytimes,2017-05-19 06:31:04 MSK,Antarctica’s ice sheet may have gone into the early stages of an unstoppable disintegration https://t.co/Vc5CAurgC5 https://t.co/6pBqanLs4P,685,934,http://nyti.ms/2pZ3kx5,
washingtonpost,2021-07-24 05:32:56 MSK,"If wildfires, mudslides and drought were not concerning enough, the geographic range of young great whites has expanded north along the California coast by hundreds of miles https://t.co/mUPv0arBzu",199,66,https://wapo.st/3BxpPyv,
reuters,2021-08-10 01:50:03 MSK,"Greek PM approves 500 mln euro budget for wildfire relief, reforestation https://t.co/IrAIWWQ4zT https://t.co/LCRh0T4bpa",78,27,http://reut.rs/3lMzZpr,
reuters,2021-04-21 16:40:00 MSK,"As African farmers feel the impact of climate change, a Kenyan insurance start-up offers to help them manage the risks of extreme weather https://t.co/LVzUI9LkSZ https://t.co/oVB4VeLZGO",77,26,https://reut.rs/3n6jlQi,
guardian,2021-11-02 12:17:04 MSK,First Thing: world leaders agree to end deforestation and slash methane emissions https://t.co/ggTftUsP5j,71,25,https://www.theguardian.com/us-news/2021/nov/02/first-thing-world-leaders-agree-to-end-deforestation-and-slash-methane-emissions-cop-26?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1635844579,
guardian,2021-02-08 08:06:01 MSK,Rescuers search for 170 missing after Indian glacier causes devastating flood https://t.co/U4SxEwLogc,71,40,https://www.theguardian.com/world/2021/feb/08/rescuers-search-for-missing-dead-glacier-dam-india-north?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1612760095,
washingtonpost,2021-05-29 12:41:33 MSK,"A ski company built a power plant fueled by methane. It’s a success, but can it be replicated? https://t.co/8XncOCWIl3",197,49,https://wapo.st/3vuNkoh,
natgeo,2021-02-15 06:03:03 MSK,"By the time a toddler graduates from high school, summer sea ice in the high North could be a thing of the past https://t.co/uvRPDAe0vD",1308,550,https://on.natgeo.com/3b5tV4j,
washingtonpost,2021-11-26 00:30:16 MSK,"Albatrosses, known for monogamy, may be pushed to “divorce” because of climate change, study finds https://t.co/W1JgTExlzk",195,62,https://wapo.st/30PRzjX,
washingtonpost,2021-04-06 04:44:02 MSK,"Carbon dioxide spikes to critical new record, halfway to doubling pre-industrial levels https://t.co/Oqvc9lUU7u",195,155,https://wapo.st/39KAc5C,
reuters,2021-11-01 20:40:52 MSK,"Joe Biden will try to assure world leaders that the U.S. can keep its promise to slash greenhouse gas emissions by more than half by the end of the decade, even as the key policies to ensure those reductions remain uncertain, his top climate aides said https://t.co/RlKP0uwAp2",76,31,https://reut.rs/3EzyMrF,
washingtonpost,2021-12-30 22:54:03 MSK,"Record December snow in West brings major drought relief, hope for 2022 https://t.co/BS1lymVyDq",193,47,https://wapo.st/3EFoZjw,
reuters,2021-01-23 14:10:08 MSK,"Tropical cyclone Eloise makes landfall in Mozambique, loses strength https://t.co/C2c84vm0zU https://t.co/7kiMjFbMYu",76,19,http://reut.rs/367uMjj,
washingtonpost,2021-10-19 15:03:02 MSK,Russia undercounts its planet-warming methane leaks. A new generation of satellites shows how they put the climate in peril. https://t.co/isYFPKBPmQ,190,104,https://www.washingtonpost.com/climate-environment/interactive/2021/russia-greenhouse-gas-emissions/,
reuters,2022-02-05 05:55:17 MSK,Fires in Colombia's Amazon spark alarm over deforestation https://t.co/hsCv2aDW9a https://t.co/1wZg6XcYuM,75,32,http://reut.rs/34zG426,
nytimes,2017-07-10 06:31:04 MSK,Haim's an anomaly in the music business today: a rock band very much devoted to being a rock band https://t.co/HdzCbQ9sKB,684,170,http://nyti.ms/2tUGgV6,
reuters,2021-11-04 15:37:08 MSK,Permafrost covers 65% of Russia's landmass. Scientists say that greenhouse gas emissions from its thaw could eventually match or even exceed the EU's industrial emissions due to the sheer volume of decaying organic matter https://t.co/55wrYaTgxS,74,35,https://reut.rs/3GPr92l,
reuters,2020-07-22 15:49:28 MSK,"After fatal UK crash, 'anomaly' over U.S. diplomatic immunity is removed https://t.co/S5jAS6gVjq https://t.co/Rg2NvhoSak",74,25,https://www.reuters.com/article/us-britain-usa-dunn-idUSKCN24N1HI?taid=5f1835d7502a3e0001d639d7&utm_campaign=trueAnthem%3A+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,
nytimes,2019-09-20 21:00:20 MSK,"Angela Merkel’s government agreed to support a $60 billion package of climate policies aimed at getting Germany back on track to meet its goal of reducing greenhouse gas emissions by 2030. Critics say the package ""lacks courage"" and doesn't go far enough. https://t.co/AcyakIM81H",672,201,https://nyti.ms/2AAfhQM,
washingtonpost,2021-08-19 21:08:07 MSK,"Greenland just experienced another massive melt event this year. But this time, something unusual happened. It also rained at the summit of the ice sheet, nearly two miles above sea level. https://t.co/d84PbOPh0G",190,109,https://wapo.st/37VVThI,
nytimes,2020-09-18 00:01:47 MSK,Some climate rules reversed or weakened under Trump could have significant effects on future emissions. They include: — Federal fuel economy standards — California’s vehicle emissions authority — Rules limiting hydrofluorocarbons — Methane standards https://t.co/WDfXq2Yrvm,662,494,https://t.co/WDfXq2Yrvm,
reuters,2022-01-27 14:47:25 MSK,Veteran climate campaigner Jeremy Leggett bought an old hunting estate overlooking Loch Ness. He now hopes to kick-start a land revolution in Scotland and beyond that will 'beat this monster' called climate change https://t.co/hpYVKDdIUR via @Reuters @SpecialReports https://t.co/mGIjEjdwmm,73,16,https://reut.rs/3tYxWTo,
nytimes,2021-12-29 05:00:12 MSK,How do you rewrite a constitution for the climate change era? Chile is the world’s first country to try. https://t.co/rUx8SHZAq4,658,203,https://nyti.ms/3mARUPu,
washingtonpost,2021-12-03 15:38:38 MSK,Lawmakers demand oil and gas firms divulge methane leak data https://t.co/YXMJFB6Pyy,188,50,https://wapo.st/3DlHmtc,
guardian,2020-01-08 15:48:36 MSK,"Hazard reduction burns are not a 'panacea' for bushfire risk, NSW rural fire boss says. #AustralianBushfiresDisaster https://t.co/HiRPeMgkHs",71,14,https://www.theguardian.com/australia-news/2020/jan/08/hazard-reduction-is-not-a-panacea-for-bushfire-risk-rfs-boss-says?CMP=twt_gu&utm_medium=&utm_source=Twitter#Echobox=1578487715,
reuters,2021-12-21 16:55:00 MSK,"Malaysian rescue teams in Shah Alam helped evacuate residents, some of whom were bedridden or had mobility issues, a video posted on the Special Malaysia Disaster Assistance and Rescue Team's official Facebook page showed https://t.co/foPvcOWBvd",73,24,https://t.co/foPvcOWBvd,
reuters,2021-11-06 03:10:22 MSK,U.S. sets goal to drive down cost of removing CO2 from atmosphere https://t.co/8PLbbDgMzF https://t.co/IFiN7ftX8n,72,25,http://reut.rs/3mMseA0,
washingtonpost,2021-11-04 13:49:10 MSK,More than 20 countries promise to end financing for international fossil fuel projects at COP26. Follow our coverage. https://t.co/65MJxPDFDz,188,50,https://www.washingtonpost.com/world/2021/11/04/cop26-glasgow-climate-energy-fossil/,
washingtonpost,2018-12-06 04:49:06 MSK,"Analysis: A new, grim milestone in the growth of carbon dioxide emissions across the world https://t.co/FAcu03cRBu",187,180,https://wapo.st/2RCxVOT,
reuters,2021-11-06 02:00:01 MSK,Permafrost covers 65% of Russia’s landmass. Scientists say that greenhouse gas emissions from its thaw could eventually match or even exceed the EU’s industrial emissions. A father and son duo in remote Siberia have an Ice Age plot to slow the thaw https://t.co/taQLkForBI https://t.co/ENxaoi8nQw,72,41,https://reut.rs/3EPmmMt,
reuters,2021-12-04 19:25:00 MSK,WATCH: Can artificial lightning reduce the amount of methane cow dung releases into the atmosphere? A Norwegian technology company thinks so https://t.co/I7E42cJ6Yx,71,22,https://t.co/I7E42cJ6Yx,
reuters,2021-10-26 21:10:00 MSK,"Current commitments to cut greenhouse gas emissions will still put the planet on track for an average 2.7 degrees Celsius temperature rise this century, a U.N. report said, with Secretary-General Antonio Guterres calling it a 'thundering wake up call' on government failures https://t.co/NtmUgVuz5m",71,41,https://t.co/NtmUgVuz5m,
reuters,2021-10-05 20:35:00 MSK,"Ahead of the U.N. climate gathering, the world’s biggest miners have pledged to cut their greenhouse gas emissions to net zero by 2050 or sooner, according to a letter published by the International Council on Mining and Metals, an industry body https://t.co/CPHqIeMs1b https://t.co/D6YjpkDRlr",71,25,https://reut.rs/3BgmF1m,
washingtonpost,2022-02-04 01:11:47 MSK,A growing constellation of methane-detecting satellites is giving researchers new and disturbing insights into “super emitters” around the globe — from pipelines in Russia to North America’s oil fields https://t.co/H3Pp9EkmbD,186,74,https://wapo.st/3IZuhJ3,
washingtonpost,2019-01-01 04:32:05 MSK,"Extreme weather in 2018 was a raging, howling signal of climate change https://t.co/tHyZVT9Q0y",185,112,https://wapo.st/2CJb0MZ,
reuters,2022-02-02 10:10:26 MSK,"Haiti floods have left three dead and one person missing, official says https://t.co/I0U3Pt6XDO https://t.co/gqYy9HctVL",70,22,http://reut.rs/3Gn0s3o,
reuters,2021-12-29 16:25:24 MSK,Malaysia to spend $335 million for flood relief https://t.co/CLJQ8TkZHG https://t.co/CuXDa756uE,70,27,http://reut.rs/318pKUB,
reuters,2021-12-02 00:00:00 MSK,A Norwegian technology company hopes that it can use artificial lightning to help trap the release of methane – a potent greenhouse gas – from cow dung and mitigate the effects of climate change https://t.co/cI0ksWpItJ,70,29,https://t.co/cI0ksWpItJ,
reuters,2021-11-01 17:30:00 MSK,"ICYMI: Circular, drought-resistant 'Tolou Keur' gardens have sprung up in Senegal, marking a more local approach to what is known as Africa's Great Green Wall initiative https://t.co/m97yJNgPPn",70,22,https://t.co/m97yJNgPPn,
reuters,2021-10-30 14:40:00 MSK,"ICYMI: Tree-planting has been at the heart of the Chinese government's environmental efforts for decades, but reforestation efforts have come under scrutiny this year after heavy sandstorms hit Beijing for the first time in six years https://t.co/xFfpN7OmwI https://t.co/IhqPG7Ln9X",70,31,https://reut.rs/3g57Oxt,
reuters,2021-08-20 06:10:00 MSK,Swedish green steel venture HYBRIT said that it had made world's first fossil-free steel as it looks to revolutionize an industry that accounts for around 8% of global greenhouse gas emissions https://t.co/0CRuQwtaar https://t.co/CO2SJiSQpl,70,37,https://reut.rs/3D0WDRa,
nytimes,2020-10-31 07:30:11 MSK,"Canada’s oil patch has nearly 100,000 inactive wells, many still lingering in suspension like zombies. No one knows how many are leaking methane and other potent greenhouses gases. https://t.co/GHxQi5GJIP",648,201,https://nyti.ms/3mDlrWu,
reuters,2021-08-22 23:25:00 MSK,"WATCH: A project led by the International Fund for Agricultural Development and the Senegalese government has helped more than 50,000 families in the region benefit from mangrove reforestation https://t.co/8nuzize5Ru",69,20,https://t.co/8nuzize5Ru,
reuters,2021-08-08 09:45:10 MSK,"Athletics-Climate change could lead to switch of event dates, suggests Coe https://t.co/znGlBtcYaV https://t.co/Fr37BMOIbw",69,19,http://reut.rs/3yAPlkr,
reuters,2021-06-06 01:25:00 MSK,"WATCH: Tree-planting has been at the heart of the Chinese government's environmental efforts for decades, but reforestation efforts have come under scrutiny this year after heavy sandstorms hit Beijing for the first time in six years https://t.co/xFfpN7wLFa https://t.co/phEixAkEZH",69,30,https://reut.rs/3g57Oxt,
nytimes,2020-09-18 00:05:20 MSK,"Here’s how many metric tons of greenhouse gases are expected in the atmosphere by 2035 because of the Trump administration’s rollbacks, according to the Rhodium Group, a research and consulting firm. https://t.co/DezAtGMKcE https://t.co/IUI4GwlO6G",644,538,http://nyti.ms/33EJCvO,
nytimes,2021-11-02 13:45:06 MSK,"In a sweeping accord struck at #COP26, world leaders pledged to work together to end deforestation by 2030, seeking to preserve forests to slow the rise in global warming. https://t.co/pCjBDHeALv https://t.co/dG1udrSJZG",626,120,https://nyti.ms/3bzs6NK,
washingtonpost,2021-10-19 19:40:53 MSK,"Methane accounts for roughly a quarter of global warming since the industrial revolution, according to NASA. Scientists say that rapidly cutting methane “is very likely to be the most powerful lever” to slow the rate of warming. https://t.co/lJmNcC52rW",183,97,https://wapo.st/2Z1iKba,
washingtonpost,2021-06-13 00:11:39 MSK,"The Pine Island glacier was already scary. The 160-mile-long river of ice is known as “the weak underbelly” of West Antarctica. Without its icy restraint holding it back from the ocean, it could dramatically add to sea level rise. https://t.co/8KGiCQWOqA https://t.co/7RaXNfxB6o",183,113,https://wapo.st/3zxxnjQ,
nytimes,2021-03-12 02:10:05 MSK,"Governments and automakers around the world are focused on selling newer, cleaner electric vehicles as a key solution to climate change. But it could take years, if not decades, before it has a drastic effect on greenhouse gas emissions. Here’s why. https://t.co/YjrF2w308P",626,235,https://nyti.ms/3l5hMRw,
reuters,2022-01-10 22:25:00 MSK,Floods around South Africa's coastal city of East London have killed at least 10 people and left hundreds homeless https://t.co/4NSCYlvvGC https://t.co/ovazXxoqbr,68,63,https://reut.rs/3teBGzO,
reuters,2021-12-31 02:00:36 MSK,"Brazil's Bolsonaro refuses flood aid from Argentina, drawing Bahia rebuke https://t.co/vwBGj4O52L https://t.co/hNL6HBqB78",68,46,http://reut.rs/32Ps82N,
nytimes,2018-04-03 05:02:07 MSK,California officials indicated they would fight the Trump administration on an EPA plan to roll back Obama-era greenhouse gas rules for cars https://t.co/lQRY72BcGP,617,199,https://nyti.ms/2JguCZM,
washingtonpost,2019-07-25 16:11:01 MSK,A glacier is dead. A monument will tell visitors whose fault it was. https://t.co/WfQwhOzTWX,183,98,https://wapo.st/2Y4lt1x,
reuters,2021-10-25 21:45:00 MSK,"Greenhouse gas concentrations hit a record last year and the world is ‘way off track’ in capping rising temperatures, the United Nations said https://t.co/WsO0mOZxET https://t.co/tkvXQWdvsm",68,31,https://reut.rs/30PVJrY,
reuters,2022-02-06 02:05:04 MSK,Iran open to more talks with Saudi in atmosphere of respect https://t.co/vlBPo9aL4b https://t.co/a0pFTIPFfO,67,15,http://reut.rs/3rwq2PA,
reuters,2022-01-12 11:40:00 MSK,"Scientists estimate that 120,000 buildings are at risk as permafrost thaw threatens half of Arctic infrastructure https://t.co/lU5SWv3BzY https://t.co/VKNyEoVy52",67,33,https://reut.rs/3HT0f9x,
washingtonpost,2022-01-23 04:31:19 MSK,"Drought conditions improve in U.S. West, but more snow is needed https://t.co/2ymS0Z321w",181,43,https://wapo.st/3FLySwA,
guardian,2019-07-01 22:54:41 MSK,Precipitous' fall in Antarctic sea ice since 2014 revealed https://t.co/p552KSJWNH,71,72,http://bit.ly/2XKtHLn,
reuters,2022-01-04 02:00:50 MSK,Jump in deforestation of world's most biodiverse savanna alarms Brazilian scientists https://t.co/ZoEqcj0aqF https://t.co/XhVpvhxWWK,67,32,http://reut.rs/3JFQk8K,
reuters,2021-11-06 06:00:01 MSK,"A father and son’s Ice Age plot to slow the thaw of permafrost in remote Siberia: a place that homes bison, horses and camels https://t.co/taQLkF6Qd8 https://t.co/9loG8xMdUk",67,35,https://reut.rs/3EPmmMt,
nytimes,2020-03-12 20:40:03 MSK,"The EU has introduced a new “right to repair” measure in an effort to help consumers fix or upgrade devices, rather than replace them, as part of a 30-year push to reduce greenhouse gas emissions https://t.co/EAwE0xc06O",613,122,https://nyti.ms/33ehrmT,
washingtonpost,2021-04-29 10:19:01 MSK,"When biologist Joanne Chory struggles to stay positive in the face of climate change, she envisions the future she still believes is possible: Sustainable housing. Solar panels. Decreasing CO2 concentrations — measurable, meaningful change. https://t.co/XJItu3zcXn",180,43,https://wapo.st/3u3TQBN,
nytimes,2021-11-26 22:15:11 MSK,Millions of artifacts at the Smithsonian in D.C. are at risk as climate change threatens to flood the museums’ basement storerooms. https://t.co/ghnc4YvI0U,601,227,https://nyti.ms/3ldWi6u,
reuters,2021-10-26 12:10:24 MSK,Dutch pension fund ABP to sell $17.5 bln of fossil fuel assets https://t.co/yV3AsR5C1F https://t.co/7fXSAbfP0t,67,17,http://reut.rs/3vLnyNt,
reuters,2021-12-01 23:44:47 MSK,"U.S. climate envoy John Kerry said that big greenhouse gas emitting countries like China, India, Russia and others must move faster to help the world avert the worst impacts of global warming https://t.co/28scyiheHh https://t.co/zg8Rbv7gwC",66,20,https://reut.rs/31buTLH,
reuters,2021-10-31 09:20:14 MSK,"Blaming climate change, Turkish farmers count the cost of drought https://t.co/xJ1LKrebr1 https://t.co/8gJ2Y7gBvN",66,22,http://reut.rs/3nNuC93,
reuters,2021-08-09 16:30:42 MSK,"This year, scientists are urging a focus on another potent greenhouse gas – methane – as the planet's best hope for staving off catastrophic global warming https://t.co/BB9tRPet3F",66,16,https://reut.rs/3fKL2eU,
reuters,2021-04-22 20:55:03 MSK,Trees for visas: Mexico suggests US citizenship for reforestation https://t.co/rCUEoTAYAq https://t.co/zEcdJ0ct5X,66,18,http://reut.rs/3viiFKF,
reuters,2021-01-23 14:50:49 MSK,"Tropical cyclone Eloise makes landfall in Mozambique, loses strength https://t.co/uTRuF620bB https://t.co/jHiwzwV7sz",66,11,http://reut.rs/365aWoZ,
reuters,2022-01-30 13:00:00 MSK,"ICYMI: ‘We're in trouble. I hope everyone understands that,’ John Kerry, the U.S. special envoy on climate change, told an event called Building Momentum to UN COP27 hosted by the U.S. Chamber of Commerce and officials from Egypt https://t.co/7hJb69E2V6 https://t.co/6wec3eS9TR",65,18,https://reut.rs/3KE7pAu,
guardian,2021-10-31 11:45:35 MSK,Cop26: Antarctic glacier named Glasgow as ‘stark reminder’ of climate crisis https://t.co/gorIu2DCpZ,70,26,https://www.theguardian.com/world/2021/oct/31/cop26-antarctic-glacier-named-glasgow-as-stark-reminder-of-climate-crisis?utm_term=Autofeed&CMP=twt_gu&utm_medium&utm_source=Twitter#Echobox=1635669861,
nytimes,2021-02-24 23:37:48 MSK,"Sen. Joe Manchin, a moderate Democrat, will support Rep. Deb Haaland for interior secretary, a key vote amid Republican concerns over her views on fossil fuel drilling. If confirmed, she would be the first Native American to head a cabinet agency. https://t.co/EsJH5jzpIE",597,87,https://nyti.ms/3dVPyr9,
nytimes,2021-10-22 14:20:05 MSK,"In Opinion Many observers predicted disaster after Angela Merkel refused to close Germany’s borders to refugees in 2015, Michelle Goldberg writes. “But six years later, the catastrophes predicted by Merkel’s critics haven’t come to pass.” https://t.co/IXjD6iuLuH",596,148,https://nyti.ms/3G97XMx,
nytimes,2021-12-30 02:15:09 MSK,"At least 20 people have been killed and more than 50,000 were driven from their homes by record floods sweeping through northeastern Brazil, the authorities said on Tuesday. In some areas, rooftops were the only signs left of once-vibrant communities. https://t.co/Jt2cKw3L5K https://t.co/Lba0bruVA5",569,181,https://nyti.ms/32KO6nC,
